Organism
Ascophyllum *Canopy
Ascophyllum Base
Vertebrata lanosa
Fucus distichus *Canopy
Fucus spiralis *Canopy
Fucus vesiculosus *Canopy
Fucus distichus Base
Fucus spiralis Base
Fucus vesiculosus Base
Fucus *Canopy
Fucus Base
Bare Rock
Black Zone Spp
Shell Hash
Chondrus crispus *Canopy
Chondrus crispus Base
Mastocarpus stellatus *Canopy
Mastocarpus stellatus Base
Mastocarpus stellatus crust
Modiolus modiolus
Mytilus edulis
Semibalanus balanoides
Ceramium virgatum *Canopy
Ceramium virgatum Base
Corallina officinalis
"Coralline Crusts (by 1998 standards, includes Clathromorphum, Lithothamnium, and Phymatolithon)"
Clathromorphum circumscriptum
Phymatolithon lenormandii
Green lichen
Hildenbrandia rubra
Ralfsia spp
Botrylloides violaceus
Botryllus schlosseri
Dynamena pumila
Schizoporella unicornis
Acrosiphonia
Ahnfeltia plicata
Alaria esculenta *Canopy
Alaria esculenta Base
Anomia simplex
Bonnemaisonia hamifera
Chaetomorpha
Chordaria flagelliformis
Cladophora
Codium fragile *Canopy
Codium fragile Base
Colpomenia peregrina
Cryptosula pallasiana
Cystoclonium purpureum
Diadumene lineata
Elachista fucicola
Euthora cristata
Halichondria
Hiatella arctica
Flustrellidra hispida
Sacchrina latissima *Canopy
Sacchrina latissima Base
Laminaria digitata*Canopy
Laminaria digitata Base
Leathesia marina
Lithophyllum
Metridium senile
Palmaria palmata
Petalonia fascia
Pylaiella littoralis
Porphyra
Prasiola stipitata
Rhizoclonium tortuosum
Scytosiphon lomentaria
Sertularia
Spirorbis
Spongomorpha aeruginosa
Trailliella (a phase of Bonnemaisonia?)
Cladostephus spongiosus
Electra pilosa
Notes
Ulva lactuca
Ulva intestinalis
Didemnum vexillum
Tricellaria inopinata
Algal parasite on Mastocarpus
Membranipora membranacea
Polysiphonia
plumeria? ask Kylla for 13(2)
